topic,from_perc,to_prec,change_perc,year
reklaami reklaam alkoholireklaam,0.081,0.079,-2.132,2011 vs 2012
id mobiil kaardi,0.081,0.079,-2.132,2011 vs 2012
muraste kase kompleksi,0.097,0.093,-4.851,2011 vs 2012
oigusriik oigusriigi oigusriigist,0.195,0.185,-4.851,2011 vs 2012
pensionifondide pensionifondid fondid,0.373,0.357,-4.26,2011 vs 2012
humni humn laulda,0.032,0.026,-18.444,2011 vs 2012
teenuseid teenused teenust,0.146,0.132,-9.382,2011 vs 2012
haiguspaevade haiguspaevi haiguspaeva,0.049,0.04,-18.444,2011 vs 2012
lae korgepalgaliste lagi,0.049,0.04,-18.444,2011 vs 2012
planeeringu keskkonnamoju keskkonnamojude,0.178,0.159,-11.029,2011 vs 2012
palgalohe soolist meeste,1.055,1.006,-4.642,2011 vs 2012
erso teatri kontserdi,0.065,0.053,-18.444,2011 vs 2012
idapiiri piiririba valjaehitamine,0.081,0.066,-18.444,2011 vs 2012
oiglase virumaale ulemineku,0.097,0.079,-18.444,2011 vs 2012
pensionitous pensionitousu pension,0.324,0.291,-10.288,2011 vs 2012
tantsupeo laulu traditsiooni,0.016,0.0,-99.184,2011 vs 2012
muugimaksu muugimaks paadimaksu,0.178,0.146,-18.444,2011 vs 2012
kauguhendus avaksite ettekandjalt,0.211,0.172,-18.444,2011 vs 2012
riigipalgaliste riigisektoris koondada,0.227,0.185,-18.444,2011 vs 2012
noukogudesse ariuhingute noukogudes,0.422,0.357,-15.307,2011 vs 2012
koolis kooli opilased,1.914,1.773,-7.385,2011 vs 2012
riigireformi riigireformist riigireform,0.081,0.053,-34.755,2011 vs 2012
pagulasi pagulased pagulaste,0.081,0.053,-34.755,2011 vs 2012
jahimehed jahimeeste jahti,0.097,0.066,-32.036,2011 vs 2012
kulukuse krediidi kiirlaenude,0.065,0.04,-38.833,2011 vs 2012
koondaruande majandusaasta koondaruanne,0.065,0.04,-38.833,2011 vs 2012
lisaeelarve lisaeelarves lisaeelarvega,0.049,0.026,-45.629,2011 vs 2012
hansson ardo panga,0.049,0.026,-45.629,2011 vs 2012
kontrollin haaled kandidaadi,0.049,0.026,-45.629,2011 vs 2012
liitlaste ohutorje keskmaa,0.162,0.119,-26.599,2011 vs 2012
puude raskusastme puuet,0.162,0.119,-26.599,2011 vs 2012
koosoleku elektrooniline koosolekut,0.032,0.013,-59.222,2011 vs 2012
direktiivi direktiiv ulevotmise,0.454,0.37,-18.444,2011 vs 2012
majandusaasta koondaruanne raamatupidamise,0.487,0.397,-18.444,2011 vs 2012
katteallikas katteallikaid katteallikat,0.844,0.714,-15.307,2011 vs 2012
rahvuse rahvust rahvusriik,0.422,0.331,-21.58,2011 vs 2012
piirivalve valvamise valvamine,0.178,0.119,-33.272,2011 vs 2012
hadaolukorda eriolukord eriolukorra,0.146,0.093,-36.567,2011 vs 2012
kandidaadi kandidaati kandidaat,0.195,0.132,-32.036,2011 vs 2012
oppelaenu sugava puudega,0.195,0.132,-32.036,2011 vs 2012
vallaga vald sauga,0.535,0.423,-20.915,2011 vs 2012
talupidajate kaubanduskoja kaubanduskoda,0.081,0.04,-51.066,2011 vs 2012
vabatahtlike komandode paasteameti,1.493,1.297,-13.125,2011 vs 2012
kodakondsust kodakondsuse kodanikuks,0.908,0.754,-16.987,2011 vs 2012
virumaale virumaa toostusalade,0.47,0.357,-24.068,2011 vs 2012
keskkonnaameti uhendamine uhendamise,0.243,0.159,-34.755,2011 vs 2012
lipud lippude lipp,0.049,0.013,-72.815,2011 vs 2012
muundatud geneetiliselt gmo,0.049,0.013,-72.815,2011 vs 2012
rahvaalgatuse rahvaalgatus rahvahaaletus,0.049,0.013,-72.815,2011 vs 2012
maantee neljarealiseks ppp,0.227,0.146,-35.92,2011 vs 2012
kantsler kantsleri riigisekretar,0.195,0.119,-38.833,2011 vs 2012
valismaale valjarande valjaranne,0.341,0.238,-30.095,2011 vs 2012
valimiskomisjon proteste valimiskasti,0.146,0.079,-45.629,2011 vs 2012
metsa metsade mets,0.454,0.331,-27.182,2011 vs 2012
riigikontrolor karis riigikontrolori,0.114,0.053,-53.396,2011 vs 2012
konkurss konkursi konkurssi,0.114,0.053,-53.396,2011 vs 2012
rongi rongide rongid,0.114,0.053,-53.396,2011 vs 2012
danske filiaali rahapesu,0.097,0.04,-59.222,2011 vs 2012
ene ergma aplaus,0.227,0.132,-41.745,2011 vs 2012
ametipalkade riigiteenijate korgemate,0.178,0.093,-48.1,2011 vs 2012
volakirjade keskpank volakirju,0.99,0.767,-22.455,2011 vs 2012
untso missioonide liikmesusest,0.454,0.304,-33.007,2011 vs 2012
opositsioonis koalitsiooni opositsiooni,0.86,0.648,-24.599,2011 vs 2012
haaletamissedel haaletamiskasti sedeli,0.13,0.053,-59.222,2011 vs 2012
samba sammas sambasse,0.243,0.132,-45.629,2011 vs 2012
koneleja konsensuslikud repliigi,0.114,0.04,-65.047,2011 vs 2012
valitsemisalade katteallikaks riigieelarves,0.114,0.04,-65.047,2011 vs 2012
uliopilased uliopilastele uliopilaste,2.563,2.17,-15.347,2011 vs 2012
mes maale maaelu,0.097,0.026,-72.815,2011 vs 2012
valispoliitika valispoliitikas diplomaatia,0.519,0.344,-33.735,2011 vs 2012
korterelamute kortermajade kredexi,0.6,0.41,-31.669,2011 vs 2012
kutsehariduse kutseharidus kutsehariduses,0.389,0.238,-38.833,2011 vs 2012
riigikontrolli auditi auditit,0.649,0.45,-30.677,2011 vs 2012
huvihariduse huvitegevuse huviharidus,0.081,0.013,-83.689,2011 vs 2012
kaitsekulud kaitsekulutused kaitsekulude,0.292,0.159,-45.629,2011 vs 2012
veb fondi uurimiskomisjon,0.146,0.053,-63.753,2011 vs 2012
kirik kiriku maarja,0.146,0.053,-63.753,2011 vs 2012
haalte kandidaatidele haaletamisest,0.146,0.053,-63.753,2011 vs 2012
ts parvlaeva parvlaevad,0.227,0.106,-53.396,2011 vs 2012
korterid kortereid korterit,0.357,0.198,-44.393,2011 vs 2012
vaikesaarte saarte pusiasustusega,0.243,0.106,-56.503,2011 vs 2012
omandireformi tagastatud omandireform,0.243,0.106,-56.503,2011 vs 2012
kusimusena tahtsa tahtsusega,0.227,0.093,-59.222,2011 vs 2012
piirilepingu piirileping piirilepingut,0.341,0.172,-49.513,2011 vs 2012
laari laar kandidatuuri,0.114,0.013,-88.349,2011 vs 2012
valimisliitude volikogusse volikokku,0.503,0.291,-42.121,2011 vs 2012
annetus erjk annetuse,0.195,0.066,-66.018,2011 vs 2012
liibanonis missioonil pikendamine,0.373,0.185,-50.357,2011 vs 2012
ulejaagis struktuurses struktuurse,1.752,1.323,-24.485,2011 vs 2012
ammendumiseni kaheni pikendada,0.357,0.172,-51.808,2011 vs 2012
oigusloome oigusloomes oiguspoliitika,0.243,0.093,-61.94,2011 vs 2012
teatri teater rahvusooper,0.162,0.04,-75.533,2011 vs 2012
valijate erakonda valijaid,0.487,0.265,-45.629,2011 vs 2012
jalitustegevuse jalitustoimingu sideandmete,0.47,0.251,-46.566,2011 vs 2012
tapsustatakse ajakohastatakse nouete,0.649,0.384,-40.872,2011 vs 2012
kohtla jarve johvi,0.292,0.119,-59.222,2011 vs 2012
ugri rahvaste polisrahvaste,0.146,0.013,-90.938,2011 vs 2012
tsernoboli represseeritud oigusvastaselt,0.178,0.013,-92.586,2011 vs 2012
uhistranspordi uhistransport uhistransporti,0.195,0.04,-79.611,2011 vs 2012
maavalitsuste maavalitsused maakonna,0.633,0.344,-45.629,2011 vs 2012
hoone rkas hoonet,0.99,0.622,-37.161,2011 vs 2012
president ilves presidendi,0.211,0.04,-81.179,2011 vs 2012
vagivalla naistevastase perevagivalla,0.438,0.185,-57.711,2011 vs 2012
piima toorpiima toodangut,0.438,0.185,-57.711,2011 vs 2012
kala kalurid kalurite,0.422,0.172,-59.222,2011 vs 2012
eriarstide eriarstiabi eriarsti,2.109,1.495,-29.109,2011 vs 2012
teede teehoiuks teedele,0.519,0.212,-59.222,2011 vs 2012
inflatsiooni inflatsioon hinnatous,0.552,0.225,-59.222,2011 vs 2012
hambaravi hammaste hambad,0.422,0.132,-68.632,2011 vs 2012
riigipuha puhade tahtpaevade,0.357,0.013,-96.293,2011 vs 2012
kasvavad tuleval kasv,0.308,0.053,-82.83,2011 vs 2012
domeenide domeeni interneti,0.519,0.185,-64.319,2011 vs 2012
elektri elektrit taastuvenergia,3.602,2.673,-25.791,2011 vs 2012
pensioni pension sammas,0.503,0.159,-68.43,2011 vs 2012
maksuamet tolliamet tolliameti,1.363,0.767,-43.687,2011 vs 2012
lasteaia lasteaias lasteaiakoha,0.908,0.423,-53.396,2011 vs 2012
utah jordaania energia,0.503,0.146,-71.061,2011 vs 2012
tulubaasi omavalitsustele omavalitsuste,1.428,0.754,-47.174,2011 vs 2012
post posti omniva,0.454,0.04,-91.262,2011 vs 2012
teadus teaduse arendustegevuse,0.519,0.093,-82.16,2011 vs 2012
tulubaasi tasandusfondi tulumaksuosa,1.785,0.979,-45.135,2011 vs 2012
energiaagentuur agentuuri agentuur,0.519,0.053,-89.805,2011 vs 2012
erimargistatud kutust kutuse,0.779,0.238,-69.416,2011 vs 2012
koolilouna koolitoidu koolitoit,0.811,0.198,-75.533,2011 vs 2012
kaibemaksu kaibemaks kaibemaksumaara,1.606,0.662,-58.81,2011 vs 2012
inimarengu aruanne aruandes,1.055,0.265,-74.906,2011 vs 2012
fie fuusilisest isikust,0.844,0.093,-89.021,2011 vs 2012
kodualuse maamaksu maamaksust,3.958,2.382,-39.835,2011 vs 2012
kinnisasja maad maa,1.428,0.318,-77.757,2011 vs 2012
tulumaksuvaba maksususteemi tulumaksu,2.141,0.741,-65.4,2011 vs 2012
teede teehoiuks teedele,0.212,1.771,736.748,2012 vs 2013
valimisliitude volikogusse volikokku,0.291,1.666,472.321,2012 vs 2013
jahimehed jahimeeste jahti,0.066,2.003,2928.232,2012 vs 2013
kinnisasja maad maa,0.318,1.307,311.733,2012 vs 2013
noukogudesse ariuhingute noukogudes,0.357,1.244,248.276,2012 vs 2013
maksuamet tolliamet tolliameti,0.767,1.856,141.819,2012 vs 2013
koolis kooli opilased,1.773,3.184,79.601,2012 vs 2013
kutsehariduse kutseharidus kutsehariduses,0.238,1.012,325.015,2012 vs 2013
kulukuse krediidi kiirlaenude,0.04,0.949,2290.709,2012 vs 2013
teadus teaduse arendustegevuse,0.093,0.759,719.672,2012 vs 2013
korteriuhistu korteriomanike korteriuhistute,0.106,0.759,617.213,2012 vs 2013
inimarengu aruanne aruandes,0.265,0.97,266.575,2012 vs 2013
vallaga vald sauga,0.423,1.202,183.897,2012 vs 2013
ooteala piiriuletuse piiripunkti,0.093,0.717,674.134,2012 vs 2013
tulumaksuvaba maksususteemi tulumaksu,0.741,1.539,107.764,2012 vs 2013
otsevalimise presidenti presidendi,0.278,0.822,195.993,2012 vs 2013
eriarstide eriarstiabi eriarsti,1.495,2.467,65.022,2012 vs 2013
id mobiil kaardi,0.079,0.506,537.522,2012 vs 2013
matusetoetust matusetoetus matusetoetuse,0.225,0.696,209.386,2012 vs 2013
rahvaalgatuse rahvaalgatus rahvahaaletus,0.013,0.738,5478.322,2012 vs 2013
elamisluba elamisloa viisa,0.728,1.392,91.257,2012 vs 2013
tulubaasi omavalitsustele omavalitsuste,0.754,1.392,84.546,2012 vs 2013
ts parvlaeva parvlaevad,0.106,0.443,318.374,2012 vs 2013
laari laar kandidatuuri,0.013,0.506,3725.135,2012 vs 2013
estonian air airi,0.291,0.717,146.315,2012 vs 2013
konkurss konkursi konkurssi,0.053,0.358,577.368,2012 vs 2013
muuseum muuseumi muuseumide,0.146,0.485,233.25,2012 vs 2013
uhistranspordi uhistransport uhistransporti,0.04,0.337,750.03,2012 vs 2013
kasvavad tuleval kasv,0.053,0.316,497.677,2012 vs 2013
samba sammas sambasse,0.132,0.422,218.761,2012 vs 2013
vaikesaarte saarte pusiasustusega,0.106,0.38,258.606,2012 vs 2013
pollumeestele pollumehi pollumehed,0.569,1.033,81.62,2012 vs 2013
salvestisi salvestised salvestiste,0.304,0.654,114.817,2012 vs 2013
teekasutustasu autode autod,0.093,0.337,264.299,2012 vs 2013
riigikontrolor karis riigikontrolori,0.053,0.274,417.987,2012 vs 2013
direktiivi direktiiv ulevotmise,0.37,0.738,99.226,2012 vs 2013
mes maale maaelu,0.026,0.232,776.593,2012 vs 2013
tapsustatakse ajakohastatakse nouete,0.384,0.738,92.356,2012 vs 2013
reklaami reklaam alkoholireklaam,0.079,0.295,271.888,2012 vs 2013
taanis saksamaal hollandis,0.635,1.054,66.021,2012 vs 2013
koolilouna koolitoidu koolitoit,0.198,0.464,133.758,2012 vs 2013
iive sundimus iibe,0.344,0.654,90.031,2012 vs 2013
arengufond arengufondi arengufondis,0.953,1.392,46.099,2012 vs 2013
veb fondi uurimiskomisjon,0.053,0.211,298.452,2012 vs 2013
huvihariduse huvitegevuse huviharidus,0.013,0.169,1175.045,2012 vs 2013
liibanonis missioonil pikendamine,0.185,0.401,116.302,2012 vs 2013
kandidaadi kandidaati kandidaat,0.132,0.316,139.071,2012 vs 2013
haale valimispaeval valimiste,0.582,0.907,55.758,2012 vs 2013
oigusloome oigusloomes oiguspoliitika,0.093,0.253,173.224,2012 vs 2013
riigireformi riigireformist riigireform,0.053,0.19,258.606,2012 vs 2013
huvigruppe huvigruppide kaasatud,1.125,1.539,36.88,2012 vs 2013
liiklussurmade liikluses hukkunute,0.609,0.907,48.986,2012 vs 2013
kohtla jarve johvi,0.119,0.274,130.216,2012 vs 2013
fie fuusilisest isikust,0.093,0.232,150.455,2012 vs 2013
piirikontrolli schengeni valispiiri,0.04,0.148,271.888,2012 vs 2013
majandusaasta koondaruanne raamatupidamise,0.397,0.633,59.381,2012 vs 2013
valijate erakonda valijaid,0.265,0.464,75.319,2012 vs 2013
virumaale virumaa toostusalade,0.357,0.569,59.381,2012 vs 2013
soita jalakaija konniteel,0.291,0.485,66.625,2012 vs 2013
maavalitsuste maavalitsused maakonna,0.344,0.548,59.381,2012 vs 2013
varude varud varu,0.053,0.148,178.916,2012 vs 2013
valitsemisalade katteallikaks riigieelarves,0.04,0.127,218.761,2012 vs 2013
ugri rahvaste polisrahvaste,0.013,0.084,537.522,2012 vs 2013
opositsiooni koalitsioonil opositsioonil,0.225,0.38,68.756,2012 vs 2013
omandireformi tagastatud omandireform,0.106,0.211,99.226,2012 vs 2013
kaibemaksu kaibemaks kaibemaksumaara,0.662,0.886,33.88,2012 vs 2013
kala kalurid kalurite,0.172,0.295,71.641,2012 vs 2013
riigikontrolli auditi auditit,0.45,0.633,40.63,2012 vs 2013
valispoliitika valispoliitikas diplomaatia,0.344,0.506,47.121,2012 vs 2013
rongi rongide rongid,0.053,0.127,139.071,2012 vs 2013
post posti omniva,0.04,0.105,165.634,2012 vs 2013
lipud lippude lipp,0.013,0.063,378.142,2012 vs 2013
oppelaenu sugava puudega,0.132,0.232,75.319,2012 vs 2013
pealinnast tallinnast viljandisse,0.119,0.211,77.09,2012 vs 2013
kusimusena tahtsa tahtsusega,0.093,0.169,82.149,2012 vs 2013
kohtutaiturite kohtutaitur kohtutaituri,0.079,0.148,85.944,2012 vs 2013
untso missioonide liikmesusest,0.304,0.422,38.592,2012 vs 2013
korterid kortereid korterit,0.198,0.295,48.755,2012 vs 2013
jarviku jarvik maaeluministri,0.251,0.358,42.604,2012 vs 2013
normitehnika mojude eeskiri,0.251,0.358,42.604,2012 vs 2013
annetus erjk annetuse,0.066,0.127,91.257,2012 vs 2013
teenuseid teenused teenust,0.132,0.211,59.381,2012 vs 2013
pagulasi pagulased pagulaste,0.053,0.105,99.226,2012 vs 2013
sigade katku katk,0.04,0.084,112.507,2012 vs 2013
president ilves presidendi,0.04,0.084,112.507,2012 vs 2013
lae korgepalgaliste lagi,0.04,0.084,112.507,2012 vs 2013
opositsioonis koalitsiooni opositsiooni,0.648,0.78,20.349,2012 vs 2013
volitust kaasuses jarvik,0.079,0.127,59.381,2012 vs 2013
piima toorpiima toodangut,0.185,0.253,36.612,2012 vs 2013
riigiabi komisjonilt loa,0.265,0.337,27.504,2012 vs 2013
lahususe voimude lahusus,0.251,0.316,25.827,2012 vs 2013
pensionitous pensionitousu pension,0.291,0.358,23.158,2012 vs 2013
seksuaalse vangistusega vaarkohtlemise,0.106,0.148,39.458,2012 vs 2013
maantee neljarealiseks ppp,0.146,0.19,30.402,2012 vs 2013
koondaruande majandusaasta koondaruanne,0.04,0.063,59.381,2012 vs 2013
teatri teater rahvusooper,0.04,0.063,59.381,2012 vs 2013
lapsetoetust lapsetoetus lapsetoetuse,2.858,3.016,5.516,2012 vs 2013
arengukavad arengukavade pohialuste,0.86,0.949,10.34,2012 vs 2013
tantsupeo laulu traditsiooni,0.0,0.042,31776.123,2012 vs 2013
ootuse oigusparase oiguskindluse,0.251,0.295,17.438,2012 vs 2013
lisaeelarve lisaeelarves lisaeelarvega,0.026,0.042,59.381,2012 vs 2013
keeleoskust oskuse keeleoskuse,0.37,0.422,13.843,2012 vs 2013
vee monopolide veeteenuse,0.318,0.358,12.895,2012 vs 2013
lasteaia lasteaias lasteaiakoha,0.423,0.464,9.574,2012 vs 2013
tsernoboli represseeritud oigusvastaselt,0.013,0.021,59.381,2012 vs 2013
utah jordaania energia,0.146,0.169,15.913,2012 vs 2013
tarbijakaitse amet ametile,0.212,0.232,9.574,2012 vs 2013
louis freeh kremli,0.053,0.063,19.535,2012 vs 2013
ammendumiseni kaheni pikendada,0.172,0.19,10.34,2012 vs 2013
ene ergma aplaus,0.132,0.148,11.566,2012 vs 2013
hambaravi hammaste hambad,0.132,0.148,11.566,2012 vs 2013
miili baasvorgu lairiba,0.093,0.105,13.843,2012 vs 2013
psuhhiaatri alaealine psuhhiaatrilist,0.357,0.38,6.254,2012 vs 2013
valismaale valjarande valjaranne,0.238,0.253,6.254,2012 vs 2013
kantsler kantsleri riigisekretar,0.119,0.127,6.254,2012 vs 2013
ajakirjandus ajakirjanduse ajakirjandust,0.45,0.464,3.129,2012 vs 2013
hoiu pangad pankade,0.079,0.084,6.254,2012 vs 2013
tootuna arvele ariuhingu,0.079,0.084,6.254,2012 vs 2013
haiguspaevade haiguspaevi haiguspaeva,0.04,0.042,6.254,2012 vs 2013
metsa metsade mets,0.331,0.337,2.004,2012 vs 2013
rail trassi balticu,0.397,0.401,0.941,2012 vs 2013
kontroll kohaloleku registreeris,0.0,0.0,59.381,2012 vs 2013
kinnitamise paevakorra paevakord,0.106,0.105,-0.387,2012 vs 2013
vanemahuvitist vanemahuvitise vanemahuvitis,0.635,0.633,-0.387,2012 vs 2013
suuria euroopasse turgis,0.066,0.063,-4.372,2012 vs 2013
magustatud suhkrut joogi,0.066,0.063,-4.372,2012 vs 2013
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.132,0.127,-4.372,2012 vs 2013
ametipalkade riigiteenijate korgemate,0.093,0.084,-8.925,2012 vs 2013
pensionifondide pensionifondid fondid,0.357,0.337,-5.552,2012 vs 2013
humni humn laulda,0.026,0.021,-20.31,2012 vs 2013
hansson ardo panga,0.026,0.021,-20.31,2012 vs 2013
liitlaste ohutorje keskmaa,0.119,0.105,-11.455,2012 vs 2013
piirivalve valvamise valvamine,0.119,0.105,-11.455,2012 vs 2013
katteallikas katteallikaid katteallikat,0.714,0.675,-5.552,2012 vs 2013
haalte kandidaatidele haaletamisest,0.053,0.042,-20.31,2012 vs 2013
kirik kiriku maarja,0.053,0.042,-20.31,2012 vs 2013
erso teatri kontserdi,0.053,0.042,-20.31,2012 vs 2013
tulubaasi tasandusfondi tulumaksuosa,0.979,0.928,-5.233,2012 vs 2013
koolituse koolitus koolitusele,0.079,0.063,-20.31,2012 vs 2013
raamatukogu pimedate raamatukogude,0.079,0.063,-20.31,2012 vs 2013
piirilepingu piirileping piirilepingut,0.172,0.148,-14.18,2012 vs 2013
eelarves riigieelarves reservist,1.535,1.455,-5.196,2012 vs 2013
annetused annetusi annetuste,0.198,0.169,-14.997,2012 vs 2013
salastatud valisteabe riigisaladuse,0.106,0.084,-20.31,2012 vs 2013
riigipuha puhade tahtpaevade,0.013,0.0,-98.406,2012 vs 2013
muundatud geneetiliselt gmo,0.013,0.0,-98.406,2012 vs 2013
koosoleku elektrooniline koosolekut,0.013,0.0,-98.406,2012 vs 2013
treenerite spordi sport,0.159,0.127,-20.31,2012 vs 2013
planeeringu keskkonnamoju keskkonnamojude,0.159,0.127,-20.31,2012 vs 2013
ulejaagis struktuurses struktuurse,1.323,1.223,-7.559,2012 vs 2013
jaatmeid liigiti prugi,0.397,0.337,-14.997,2012 vs 2013
kontrollin haaled kandidaadi,0.026,0.0,-99.203,2012 vs 2013
est kavatsuste for,0.026,0.0,-99.203,2012 vs 2013
valdkonnad laekumisest fikseeritakse,0.066,0.042,-36.248,2012 vs 2013
muraste kase kompleksi,0.093,0.063,-31.694,2012 vs 2013
hadaolukorda eriolukord eriolukorra,0.093,0.063,-31.694,2012 vs 2013
erimargistatud kutust kutuse,0.238,0.19,-20.31,2012 vs 2013
kohanimenoukogu vonnu mulgi,0.04,0.021,-46.873,2012 vs 2013
danske filiaali rahapesu,0.04,0.021,-46.873,2012 vs 2013
talupidajate kaubanduskoja kaubanduskoda,0.04,0.021,-46.873,2012 vs 2013
koneleja konsensuslikud repliigi,0.04,0.021,-46.873,2012 vs 2013
relva relvade relvaluba,0.119,0.084,-29.164,2012 vs 2013
kolledz kolledzi turi,0.053,0.0,-99.602,2012 vs 2013
tervist tervis tervisega,0.053,0.0,-99.602,2012 vs 2013
operatsioonil sojalisel panustamisel,0.053,0.0,-99.602,2012 vs 2013
energiaagentuur agentuuri agentuur,0.053,0.0,-99.602,2012 vs 2013
eelarvele kulude riigieelarvele,0.635,0.548,-13.669,2012 vs 2013
joustumine joustuma joustada,1.045,0.928,-11.231,2012 vs 2013
voidusamba vabadussoja uurimiskomisjon,0.106,0.0,-99.801,2012 vs 2013
rahapesu terrorismi andmeburoo,0.119,0.0,-99.823,2012 vs 2013
pensioniiga pensioniea eluiga,0.251,0.19,-24.504,2012 vs 2013
moisteid moiste moisted,0.767,0.654,-14.814,2012 vs 2013
viirust vaktsineeritud viiruse,0.132,0.084,-36.248,2012 vs 2013
keskkonnaameti uhendamine uhendamise,0.159,0.105,-33.591,2012 vs 2013
oigusriik oigusriigi oigusriigist,0.185,0.127,-31.694,2012 vs 2013
valimiskomisjon proteste valimiskasti,0.079,0.042,-46.873,2012 vs 2013
haaletamissedel haaletamiskasti sedeli,0.053,0.021,-60.155,2012 vs 2013
apteeke apteegid apteekide,0.82,0.675,-17.739,2012 vs 2013
palgalohe soolist meeste,1.006,0.844,-16.115,2012 vs 2013
krimmi agressiooni ukraina,0.516,0.401,-22.353,2012 vs 2013
kauguhendus avaksite ettekandjalt,0.172,0.105,-38.7,2012 vs 2013
sularaha kommertspangad pangad,0.225,0.148,-34.373,2012 vs 2013
jalitustegevuse jalitustoimingu sideandmete,0.251,0.169,-32.892,2012 vs 2013
kusija vastaja vastasin,0.119,0.063,-46.873,2012 vs 2013
pohiseadusega riigikohus oiguskantsler,0.979,0.801,-18.156,2012 vs 2013
korrata stenogrammist vabandan,0.066,0.021,-68.124,2012 vs 2013
idapiiri piiririba valjaehitamine,0.066,0.021,-68.124,2012 vs 2013
lipu laevu kaubalaeva,0.318,0.211,-33.591,2012 vs 2013
vagivalla naistevastase perevagivalla,0.185,0.105,-43.078,2012 vs 2013
abielu kooselu samasooliste,0.185,0.105,-43.078,2012 vs 2013
pensioni pension sammas,0.159,0.084,-46.873,2012 vs 2013
hiv narkomaania epideemia,0.159,0.084,-46.873,2012 vs 2013
hooldekodus hoolduse hooldekodu,0.357,0.232,-35.067,2012 vs 2013
etv saateid pbk,0.251,0.148,-41.281,2012 vs 2013
uuring uuringut uuringu,0.41,0.274,-33.163,2012 vs 2013
kaasne lisakulutusi riigieelarvele,0.741,0.548,-26.002,2012 vs 2013
oiglase virumaale ulemineku,0.079,0.021,-73.437,2012 vs 2013
toovoimereformi toovoimega toovoimereform,0.146,0.063,-56.533,2012 vs 2013
hanke hankija riigihangete,0.648,0.464,-28.441,2012 vs 2013
kodakondsust kodakondsuse kodanikuks,0.754,0.548,-27.3,2012 vs 2013
riigipalgaliste riigisektoris koondada,0.185,0.084,-54.463,2012 vs 2013
rahvuse rahvust rahvusriik,0.331,0.19,-42.623,2012 vs 2013
tooandja tooandjal tootaja,0.304,0.169,-44.563,2012 vs 2013
valimisea valimisiga valimisoiguse,0.251,0.127,-49.669,2012 vs 2013
ulikooliga kbfi instituudi,0.106,0.021,-80.077,2012 vs 2013
